OBJECTID,Attend School Code,Attend School Name,Attendance Articulation Area,Grade,Choice,Longitude,Latitude
48754,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1987893,39.81150259
48755,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1987893,39.81150259
48756,CO-1420-2120,D'Evelyn Junior/Senior,Option,09,Choice,-105.1990908,39.81103459
48757,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1946313,39.81008059
48758,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1946313,39.81008059
48759,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1946313,39.81008059
48760,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1948608,39.81026059
48761,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1948608,39.81026059
48762,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1949418,39.80990959
48763,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1949418,39.80990959
48764,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1952343,39.81013459
48765,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1952343,39.81013459
48766,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1943523,39.81044059
48767,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1943523,39.81044059
48768,CO-1420-3502,Golden High,Golden,12,Choice,-105.1948338,39.81109759
48769,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1943928,39.81093559
48770,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1943928,39.81093559
48771,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1973223,39.81001759
48772,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1973223,39.81001759
48773,CO-1420-3502,Golden High,Golden,09,Choice,-105.1981728,39.81144859
48774,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1984653,39.81145759
48775,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1984653,39.81145759
48776,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1984653,39.81145759
48777,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1962783,39.81028759
48778,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1962783,39.81028759
48779,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1971738,39.81050359
48780,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1976283,39.81089059
48781,CO-1420-5472,Manning,Option,07,Choice,-105.1945683,39.81159259
48782,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1945683,39.81159259
48783,CO-1420-4942,Lakewood High,Lakewood,11,Choice,-105.1976418,39.81162859
48784,CO-1420-4942,Lakewood High,Lakewood,10,Choice,-105.1976418,39.81162859
48785,CO-1420-5944,Mitchell Elementary,Golden,04,Choice,-105.1975788,39.81211459
48786,CO-1420-3502,Golden High,Golden,12,Choice,-105.1981908,39.81178159
48787,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1969353,39.81149359
48788,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1969353,39.81149359
48789,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1969308,39.81102559
48790,CO-1420-7239,Ralston Valley High,Ralston Valley,11,Choice,-105.1924713,39.81158359
48791,CO-1420-7239,Ralston Valley High,Ralston Valley,10,Choice,-105.1913193,39.80855059
48792,CO-1420-7239,Ralston Valley High,Ralston Valley,10,Choice,-105.1913193,39.80855059
48793,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1917648,39.80890159
48794,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1921743,39.80912659
48795,CO-1420-2866,Fairmount Elementary,Arvada West,04,Home School,-105.1921743,39.80912659
48796,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1922778,39.80882959
48797,CO-1420-2866,Fairmount Elementary,Arvada West,04,Home School,-105.1929258,39.80958559
48798,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1929258,39.80958559
48799,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1925613,39.80887459
48800,CO-1420-2866,Fairmount Elementary,Arvada West,04,Home School,-105.1925613,39.80887459
48801,CO-1420-5472,Manning,Option,06,Choice,-105.1925613,39.80887459
48802,CO-1420-2866,Fairmount Elementary,Arvada West,KGF,Home School,-105.1929123,39.81009859
48803,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1929123,39.81009859
48804,CO-1420-3502,Golden High,Golden,12,Choice,-105.1923588,39.80999059
48805,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1937718,39.80880259
48806,CO-1420-5472,Manning,Option,08,Choice,-105.1937718,39.80880259
48807,CO-1420-2866,Fairmount Elementary,Arvada West,04,Home School,-105.1937718,39.80880259
48808,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1937718,39.80880259
48809,CO-1420-965,Brady Exploration School,Option,12,Choice,-105.1905183,39.80903659
48810,CO-1420-965,Brady Exploration School,Option,12,Choice,-105.1905183,39.80903659
48811,CO-1420-2866,Fairmount Elementary,Arvada West,KGF,Home School,-105.1911168,39.80962159
48812,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1905813,39.81087258
48813,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1905813,39.81087258
48814,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1909368,39.81054858
48815,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1921293,39.81045859
48816,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1921293,39.81045859
48817,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1928583,39.81050359
48818,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1928583,39.81050359
48819,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1929528,39.81115159
48820,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1911618,39.81152059
48821,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1937808,39.81114259
48822,CO-1420-9429,West Woods Elementary,Ralston Valley,05,Home School,-105.1872963,39.81302358
48823,CO-1420-9429,West Woods Elementary,Ralston Valley,02,Home School,-105.1872963,39.81302358
48824,CO-1420-9429,West Woods Elementary,Ralston Valley,04,Home School,-105.1888443,39.81311358
48825,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1888443,39.81311358
48826,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,03,Choice,-105.1878363,39.81301458
48827,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1874763,39.81330258
48828,CO-1420-9429,West Woods Elementary,Ralston Valley,03,Home School,-105.1874763,39.81330258
48829,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1861758,39.81086358
48830,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1861758,39.81086358
48831,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1861758,39.81086358
48832,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1874178,39.81150259
48833,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1880433,39.81013459
48834,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1880433,39.81013459
48835,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1880433,39.81013459
48836,CO-1420-2866,Fairmount Elementary,Arvada West,KGF,Home School,-105.1884258,39.81202459
48837,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1886193,39.81081859
48838,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1886193,39.81081859
48839,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1895373,39.81113358
48840,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1893798,39.81131358
48841,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1893798,39.81131358
48842,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1894338,39.81044959
48843,CO-1420-2866,Fairmount Elementary,Arvada West,KGF,Home School,-105.1894338,39.81044959
48844,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1894968,39.81175458
48845,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1894968,39.81175458
48846,CO-1420-7239,Ralston Valley High,Ralston Valley,12,Choice,-105.1896273,39.81060258
48847,CO-1420-7239,Ralston Valley High,Ralston Valley,09,Choice,-105.1896273,39.81060258
48848,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1895958,39.81083659
48849,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1895958,39.81083659
48850,CO-1420-9429,West Woods Elementary,Ralston Valley,05,Choice,-105.1895958,39.81221358
48851,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1901178,39.81087258
48852,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1901178,39.81087258
48853,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1873278,39.81033259
48854,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1873278,39.81033259
48855,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1821168,39.80972958
48856,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1826073,39.80925259
48857,CO-1420-7239,Ralston Valley High,Ralston Valley,10,Choice,-105.1826073,39.80925259
48858,CO-1420-2866,Fairmount Elementary,Arvada West,04,Home School,-105.1826073,39.80925259
48859,CO-1420-3216,Fremont Elementary,Arvada West,02,Choice,-105.1828908,39.81111558
48860,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1828908,39.81111558
48861,CO-1420-2866,Fairmount Elementary,Arvada West,KGF,Home School,-105.1835343,39.80925259
48862,CO-1420-5472,Manning,Option,08,Choice,-105.1843038,39.80872159
48863,CO-1420-7239,Ralston Valley High,Ralston Valley,12,Choice,-105.1843038,39.80872159
48864,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1844028,39.80920758
48865,CO-1420-6330,North Arvada Middle,Arvada,07,Choice,-105.1845738,39.80862259
48866,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1845738,39.80862259
48867,CO-1420-3502,Golden High,Golden,10,Choice,-105.1842723,39.80971158
48868,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1842723,39.80971158
48869,CO-1420-2866,Fairmount Elementary,Arvada West,KGF,Home School,-105.1852938,39.80873058
48870,CO-1420-2866,Fairmount Elementary,Arvada West,KGF,Home School,-105.1852938,39.80873058
48871,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1858518,39.80905458
48872,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1858518,39.80905458
48873,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1857438,39.80990059
48874,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1856223,39.80945958
48875,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1856223,39.80945958
48876,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1859598,39.80863159
48877,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1866033,39.80962158
48878,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1866033,39.80962158
48879,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1862568,39.80937858
48880,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1823823,39.80992758
48881,CO-1420-2866,Fairmount Elementary,Arvada West,KGF,Home School,-105.1823823,39.80992758
48882,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1835388,39.81012559
48883,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1835388,39.81012559
48884,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,01,Choice,-105.1834038,39.80990058
48885,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,04,Choice,-105.1834038,39.80990058
48886,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1802178,39.81184458
48887,CO-1420-8300,Stott Elementary,Arvada West,03,Choice,-105.1802178,39.81184458
48888,CO-1420-8300,Stott Elementary,Arvada West,01,Choice,-105.1802178,39.81184458
48889,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1817973,39.81157458
48890,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1824723,39.81157458
48891,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1807038,39.80987358
48892,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1807038,39.80987358
48893,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1817028,39.81019758
48894,CO-1420-2120,D'Evelyn Junior/Senior,Option,06,Choice,-105.1809918,39.81062058
48895,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1809918,39.81062058
48896,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1809918,39.81062058
48897,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1819638,39.81101658
48898,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1759473,39.81092658
48899,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1759473,39.81092658
48900,CO-1420-2866,Fairmount Elementary,Arvada West,01,Home School,-105.1770498,39.81078258
48901,CO-1420-2866,Fairmount Elementary,Arvada West,03,Home School,-105.1775403,39.81122358
48902,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1778103,39.81122358
48903,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1778103,39.81122358
48904,CO-1420-1522,Chatfield High,Chatfield,12,Choice,-105.1774188,39.80980158
48905,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1782648,39.81008058
48906,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1782648,39.81008058
48907,CO-1420-2866,Fairmount Elementary,Arvada West,04,Home School,-105.1782648,39.81008058
48908,CO-1420-7239,Ralston Valley High,Ralston Valley,11,Choice,-105.1788453,39.80990958
48909,CO-1420-7870,Sierra Elementary,Ralston Valley,03,Choice,-105.1783143,39.81053058
48910,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1749618,39.81012558
48911,CO-1420-2866,Fairmount Elementary,Arvada West,KGF,Home School,-105.1749618,39.81012558
48912,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1748628,39.81054858
48913,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1748088,39.81078258
48914,CO-1420-2866,Fairmount Elementary,Arvada West,05,Home School,-105.1748088,39.81078258
48915,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1748088,39.81078258
48916,CO-1420-2866,Fairmount Elementary,Arvada West,02,Home School,-105.1748088,39.81078258
48917,CO-1420-8300,Stott Elementary,Arvada West,KGF,Home School,-105.1714158,39.81287058
48918,CO-1420-8300,Stott Elementary,Arvada West,KGF,Home School,-105.1738188,39.81308658
48919,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1640538,39.81112458
48920,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1640538,39.81112458
48921,CO-1420-8223,Stevens Elementary,Wheat Ridge,05,Choice,-105.1624923,39.81160158
48922,CO-1420-33,McLain Community High School,Option,12,Choice,-105.1625643,39.81206058
48923,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1625643,39.81206058
48924,CO-1420-2866,Fairmount Elementary,Arvada West,03,Choice,-105.1624473,39.81056658
48925,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1624473,39.81056658
48926,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1615248,39.80991858
48927,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1615248,39.80991858
48928,CO-1420-9429,West Woods Elementary,Ralston Valley,KGF,Choice,-105.1627398,39.81048558
48929,CO-1420-9429,West Woods Elementary,Ralston Valley,03,Choice,-105.1627398,39.81048558
48930,CO-1420-2866,Fairmount Elementary,Arvada West,01,Choice,-105.1617993,39.80963958
48931,CO-1420-5472,Manning,Option,08,Choice,-105.1626453,39.81006258
48932,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1617993,39.80844258
48933,CO-1420-9429,West Woods Elementary,Ralston Valley,03,Choice,-105.1617993,39.80844258
48934,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1617993,39.80844258
48935,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1618083,39.80869458
48936,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1618083,39.80869458
48937,CO-1420-7239,Ralston Valley High,Ralston Valley,12,Choice,-105.1624203,39.80872158
48938,CO-1420-7239,Ralston Valley High,Ralston Valley,09,Choice,-105.1624203,39.80872158
48939,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1606293,39.81048558
48940,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,01,Choice,-105.1628298,39.80973858
48941,CO-1420-7239,Ralston Valley High,Ralston Valley,09,Choice,-105.1631313,39.81004458
48942,CO-1420-7239,Ralston Valley High,Ralston Valley,11,Choice,-105.1631313,39.81004458
48943,CO-1420-7529,Ryan Elementary,Standley Lake,PK,Choice,-105.1578663,39.81058458
48944,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1582758,39.81133158
48945,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1570609,39.81074658
48946,CO-1420-8300,Stott Elementary,Arvada West,04,Choice,-105.1517644,39.81078258
48947,CO-1420-6470,Oberon Middle,Ralston Valley,07,Choice,-105.1517644,39.81078258
48948,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1520794,39.81074658
48949,CO-1420-8300,Stott Elementary,Arvada West,05,Choice,-105.1520794,39.81074658
48950,CO-1420-2866,Fairmount Elementary,Arvada West,02,Choice,-105.1550404,39.80991858
48951,CO-1420-2866,Fairmount Elementary,Arvada West,01,Choice,-105.1550404,39.80991858
48952,CO-1420-2866,Fairmount Elementary,Arvada West,04,Choice,-105.1550404,39.80991858
48953,CO-1420-3726,Hackberry Hill Elementary,Arvada,03,Choice,-105.1555173,39.80980158
48954,CO-1420-6470,Oberon Middle,Ralston Valley,06,Choice,-105.1555173,39.80980158
48955,CO-1420-8036,Sobesky Academy,Districtwide,10,Choice,-105.1478479,39.81037459
48956,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1494109,39.81312258
48957,CO-1420-6470,Oberon Middle,Ralston Valley,06,Choice,-105.1471879,39.81162858
48958,CO-1420-6470,Oberon Middle,Ralston Valley,08,Choice,-105.1471879,39.81162858
48959,CO-1420-3216,Fremont Elementary,Arvada West,02,Home School,-105.1475884,39.81141258
48960,CO-1420-3216,Fremont Elementary,Arvada West,04,Home School,-105.1475884,39.81141258
48961,CO-1420-6470,Oberon Middle,Ralston Valley,08,Choice,-105.1479304,39.81145758
48962,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,05,Choice,-105.1479304,39.81145758
48963,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,02,Choice,-105.1479304,39.81145758
48964,CO-1420-7239,Ralston Valley High,Ralston Valley,11,Choice,-105.1484974,39.80998158
48965,CO-1420-9429,West Woods Elementary,Ralston Valley,01,Choice,-105.1491679,39.81039558
48966,CO-1420-1244,Campbell Early Learning Center,Arvada West,PK,Choice,-105.1491769,39.80998158
48967,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1496359,39.81038658
48968,CO-1420-7239,Ralston Valley High,Ralston Valley,09,Choice,-105.1496359,39.81038658
48969,CO-1420-4942,Lakewood High,Lakewood,10,Choice,-105.1493794,39.81139458
48970,CO-1420-4942,Lakewood High,Lakewood,12,Choice,-105.1493794,39.81139458
48971,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1497664,39.81229458
48972,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1480519,39.80989158
48973,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1480519,39.80989158
48974,CO-1420-33,McLain Community High School,Option,10,Choice,-105.1478044,39.81041358
48975,CO-1420-3216,Fremont Elementary,Arvada West,04,Home School,-105.1478044,39.81041358
48976,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1489024,39.81066558
48977,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,04,Choice,-105.1489024,39.81066558
48978,CO-1420-3216,Fremont Elementary,Arvada West,02,Home School,-105.1486594,39.81105258
48979,CO-1420-3216,Fremont Elementary,Arvada West,05,Home School,-105.1486594,39.81105258
48980,CO-1420-2866,Fairmount Elementary,Arvada West,KGF,Choice,-105.1496359,39.81108858
48981,CO-1420-2866,Fairmount Elementary,Arvada West,04,Choice,-105.1496359,39.81108858
48982,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1496359,39.81108858
48983,CO-1420-2866,Fairmount Elementary,Arvada West,02,Choice,-105.1496359,39.81108858
48984,CO-1420-2120,D'Evelyn Junior/Senior,Option,06,Choice,-105.1500904,39.81103458
48985,CO-1420-9432,Dennison Elementary,Option,03,Choice,-105.1500904,39.81103458
48986,CO-1420-6539,JeffCo Open Elementary,Option,06,Choice,-105.1486414,39.81167358
48987,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1509994,39.81225858
48988,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1483534,39.81232158
48989,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1440829,39.81127758
48990,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1440829,39.81127758
48991,CO-1420-7239,Ralston Valley High,Ralston Valley,11,Choice,-105.1438714,39.80846958
48992,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1443529,39.80842458
48993,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,KGF,Choice,-105.1456849,39.80825358
48994,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,03,Choice,-105.1456849,39.80825358
48995,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1456849,39.80825358
48996,CO-1420-2820,Everitt Middle,Wheat Ridge,08,Choice,-105.1436734,39.81007158
48997,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1447489,39.80933358
48998,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1454464,39.80927058
48999,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1460764,39.81102558
49000,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1465309,39.81130458
49001,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,05,Choice,-105.1462429,39.80806458
49002,CO-1420-9058,Vanderhoof Elementary,Arvada West,01,Home School,-105.1462339,39.80842458
49003,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1462339,39.80842458
49004,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1466884,39.80876658
49005,CO-1420-8432,Swanson Elementary,Arvada,02,Choice,-105.1462294,39.80896458
49006,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1466029,39.80979258
49007,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1471474,39.80994558
49008,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1463419,39.81015258
49009,CO-1420-9058,Vanderhoof Elementary,Arvada West,02,Home School,-105.1471699,39.81010758
49010,CO-1420-9058,Vanderhoof Elementary,Arvada West,05,Home School,-105.1471699,39.81010758
49011,CO-1420-8276,Stober Elementary,Wheat Ridge,01,Choice,-105.1454014,39.80980158
49012,CO-1420-8300,Stott Elementary,Arvada West,PK,Choice,-105.1447939,39.81018858
49013,CO-1420-6330,North Arvada Middle,Arvada,06,Choice,-105.1433944,39.81043158
49014,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1452034,39.81086358
49015,CO-1420-6848,Peak Expeditionary-Pennington,Wheat Ridge,01,Choice,-105.1448434,39.81128658
49016,CO-1420-6848,Peak Expeditionary-Pennington,Wheat Ridge,04,Choice,-105.1448434,39.81128658
49017,CO-1420-8300,Stott Elementary,Arvada West,04,Home School,-105.1400689,39.81322158
49018,CO-1420-8300,Stott Elementary,Arvada West,KGF,Home School,-105.1400689,39.81322158
49019,CO-1420-7239,Ralston Valley High,Ralston Valley,12,Choice,-105.1406989,39.81126858
49020,CO-1420-3726,Hackberry Hill Elementary,Arvada,03,Choice,-105.1434169,39.81135858
49021,CO-1420-8300,Stott Elementary,Arvada West,05,Choice,-105.1434169,39.81135858
49022,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1435564,39.81157458
49023,CO-1420-9058,Vanderhoof Elementary,Arvada West,05,Home School,-105.1435564,39.81157458
49024,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1427959,39.81080958
49025,CO-1420-9432,Dennison Elementary,Option,05,Choice,-105.1427959,39.81080958
49026,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1427959,39.81080958
49027,CO-1420-33,McLain Community High School,Option,11,Choice,-105.1428859,39.81132258
49028,CO-1420-8300,Stott Elementary,Arvada West,KGF,Choice,-105.1430029,39.81174558
49029,CO-1420-8300,Stott Elementary,Arvada West,PK,Choice,-105.1430029,39.81174558
49030,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1431514,39.81216858
49031,CO-1420-8300,Stott Elementary,Arvada West,05,Choice,-105.1431514,39.81216858
49032,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1368784,39.80863158
49033,CO-1420-9058,Vanderhoof Elementary,Arvada West,03,Home School,-105.1368784,39.80863158
49034,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1327249,39.81134958
49035,CO-1420-7870,Sierra Elementary,Ralston Valley,05,Choice,-105.1352044,39.81146658
49036,CO-1420-7870,Sierra Elementary,Ralston Valley,05,Choice,-105.1352044,39.81146658
49037,CO-1420-6848,Peak Expeditionary-Pennington,Wheat Ridge,KGF,Choice,-105.1345834,39.81010758
49038,CO-1420-8300,Stott Elementary,Arvada West,05,Choice,-105.1327339,39.81010758
49039,CO-1420-9058,Vanderhoof Elementary,Arvada West,03,Home School,-105.1341559,39.81031458
49040,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1341559,39.81031458
49041,CO-1420-9510,Wheat Ridge High,Wheat Ridge,09,Choice,-105.1341559,39.81031458
49042,CO-1420-9058,Vanderhoof Elementary,Arvada West,01,Home School,-105.1345834,39.81052158
49043,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1323694,39.81049458
49044,CO-1420-378,Arvada West High,Arvada West,09,Home School,-105.1323694,39.81049458
49045,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,05,Choice,-105.1323694,39.81049458
49046,CO-1420-2288,Drake Middle,Arvada West,08,Home School,-105.1323694,39.81049458
49047,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,KGF,Choice,-105.1323694,39.81070158
49048,CO-1420-9052,Van Arsdale Elementary,Ralston Valley,03,Choice,-105.1323694,39.81070158
49049,CO-1420-378,Arvada West High,Arvada West,10,Home School,-105.1317619,39.81094458
49050,CO-1420-378,Arvada West High,Arvada West,12,Home School,-105.1317619,39.81094458
49051,CO-1420-9058,Vanderhoof Elementary,Arvada West,KGF,Home School,-105.1317619,39.81094458
49052,CO-1420-8036,Sobesky Academy,Districtwide,12,Choice,-105.1318204,39.81143058
49053,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1318204,39.81143058
49054,CO-1420-2288,Drake Middle,Arvada West,06,Home School,-105.1288504,39.80895558
49055,CO-1420-378,Arvada West High,Arvada West,11,Home School,-105.1281169,39.80894658
49056,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1281169,39.80894658
49057,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1297369,39.81036858
49058,CO-1420-2288,Drake Middle,Arvada West,07,Home School,-105.1297369,39.81036858
